,tconst,averagerating,numvotes,primary_title,start_year,runtime_minutes,genres
39266,tt8826992,57,910,Facia Üçlü,2018,105.0,Comedy
31783,tt6275262,57,906,Vodka Diaries,2018,120.0,"Mystery,Thriller"
18930,tt2722504,57,871,Mr. Pig,2016,100.0,Drama
34404,tt5232308,57,861,Zulfiqar,2016,139.0,"Crime,Drama,Thriller"
61331,tt2652948,57,859,Hostage to the Devil,2016,90.0,"Biography,Documentary,History"
23803,tt5212918,57,854,A Bad Idea Gone Wrong,2017,85.0,Comedy
43526,tt4769214,57,854,Whisky Galore,2016,98.0,"Comedy,Romance"
71736,tt1847672,57,847,Remainder,2015,103.0,Drama
43141,tt3544008,57,845,Boy 7,2015,108.0,"Drama,Mystery,Sci-Fi"
28357,tt4446258,57,842,Romeo Juliet,2015,150.0,"Comedy,Romance"
57374,tt4210992,57,823,Homesick,2015,106.0,Drama
22703,tt5553962,57,819,The Music Box,2018,83.0,Thriller
44387,tt1880415,57,773,Battlecreek,2017,97.0,"Drama,Romance"
24015,tt6043072,57,760,Untogether,2018,98.0,Drama
68779,tt6284256,57,759,Knuckleball,2018,89.0,Thriller
47620,tt4302740,57,742,Meu Passado Me Condena 2: O Filme,2015,105.0,Comedy
14814,tt4580112,57,736,Mannenharten 2,2015,92.0,"Comedy,Romance"
549,tt7770192,57,725,Krishnarjuna Yudham,2018,156.0,"Action,Drama"
48066,tt5999382,57,723,Laaf Wa Dawaraan,2016,90.0,"Comedy,Family"
65930,tt3624628,57,718,Soft Lad,2015,87.0,"Drama,Romance"
39260,tt8753660,57,716,Ghost Killers vs. Bloody Mary,2018,103.0,"Comedy,Horror"
54240,tt4463120,57,707,Down Under,2016,90.0,"Comedy,Crime,Drama"
31864,tt6660238,57,705,Crazy Alien,2019,116.0,"Comedy,Sci-Fi"
69296,tt3898028,57,690,Gayby Baby,2015,85.0,"Documentary,Family"
8574,tt6340264,57,674,Jeannette: The Childhood of Joan of Arc,2017,105.0,"History,Musical"
56232,tt4283414,57,667,Punching Henry,2016,95.0,Comedy
46751,tt4183448,57,666,Ivide,2015,220.0,"Crime,Drama"
12035,tt5446610,57,665,The Tenth Man,2016,82.0,"Comedy,Drama"
64369,tt5492906,57,665,Hentai Kamen: The Abnormal Crisis,2016,119.0,"Comedy,Fantasy"
20576,tt2814874,57,663,Fighting Heart,2016,80.0,"Drama,Sport"
50269,tt3596952,57,654,Wondrous Boccaccio,2015,120.0,"Comedy,Drama,History"
21050,tt7463730,57,639,Junglee,2019,115.0,"Action,Adventure,Thriller"
57330,tt4057146,57,627,I'll Be Next Door for Christmas,2018,100.0,"Comedy,Family"
20959,tt3853830,57,599,The Tiger Hunter,2016,94.0,"Comedy,Drama"
69770,tt5543600,57,597,Lapland Odyssey 3,2017,103.0,Comedy
7227,tt7526836,57,596,FryDay,2018,114.0,Comedy
56681,tt5978724,57,592,My Days of Mercy,2017,108.0,"Drama,Romance"
50171,tt3397082,57,590,Punk Berlin 1982,2015,104.0,"Comedy,Crime,Drama"
44061,tt7087210,57,583,Donnybrook,2018,101.0,Drama
23166,tt8041916,57,573,Time Jumpers,2018,79.0,Sci-Fi
33686,tt5637188,57,571,Saat Uchakkey,2016,139.0,Comedy
3671,tt7521990,57,566,Golden Job,2018,100.0,"Action,Adventure"
23845,tt5352802,57,561,Status: Svoboden,2016,95.0,"Comedy,Romance"
44197,tt8098548,57,558,Dumped,2018,95.0,Comedy
55610,tt3459906,57,550,The Escape,2015,96.0,Drama
31267,tt4298966,57,540,The Murder Pact,2015,85.0,"Mystery,Thriller"
22326,tt4066836,57,530,Miles,2016,90.0,"Comedy,Drama,Family"
15985,tt8297300,57,521,Fractured,2016,80.0,Thriller
31609,tt5635808,57,511,Love.com,2017,91.0,"Comedy,Romance"
28793,tt6185674,57,509,Rarandoi Veduka Chudham,2017,145.0,"Action,Romance"
16836,tt5029642,57,507,Into the Forest,2016,103.0,"Drama,Fantasy,Horror"
30947,tt3330948,57,501,For the Love of George,2018,89.0,"Comedy,Drama,Romance"
48760,tt4108068,57,497,Wednesdays don't exist,2015,125.0,"Comedy,Drama,Romance"
43606,tt5078330,57,496,Parents,2016,86.0,"Drama,Mystery"
20650,tt3032060,57,494,Annabelle Hooper and the Ghosts of Nantucket,2016,92.0,"Adventure,Family,Mystery"
30980,tt3418424,57,494,One Less God,2017,128.0,"Drama,Thriller"
47867,tt5180888,57,485,Sollers Point,2017,101.0,Drama
47168,tt5634962,57,473,Confessions of a Teenage Jesus Jerk,2017,95.0,"Comedy,Drama,Romance"
70957,tt3534294,57,473,Entanglement,2017,85.0,"Comedy,Drama,Romance"
31018,tt3525584,57,467,Through the Air,2015,98.0,Drama
43366,tt4172042,57,464,Opposites Attract,2015,90.0,Comedy
10364,tt5998218,57,463,Indie Game: Life After,2016,125.0,Documentary
44126,tt7580598,57,456,F20,2018,90.0,"Drama,Horror,Thriller"
54743,tt6341668,57,455,Icebox,2018,88.0,Drama
42912,tt2953182,57,454,Eva Doesn't Sleep,2015,85.0,Drama
41602,tt3212910,57,438,Folk Hero & Funny Guy,2016,88.0,"Comedy,Drama,Music"
11806,tt4562728,57,434,Dreamland,2016,84.0,"Comedy,Drama,Music"
67429,tt7526338,57,429,Damat Takimi,2017,109.0,"Comedy,Romance"
69599,tt4983736,57,425,Idhu Namma Aalu,2016,137.0,"Comedy,Romance"
56286,tt4526502,57,424,Amore Mio,2015,95.0,"Comedy,Romance"
50167,tt3382888,57,412,H8RZ,2015,94.0,"Drama,Mystery,Thriller"
17661,tt3721256,57,411,Revenge,2015,100.0,"Drama,Thriller"
22596,tt5113986,57,410,Rorschach,2015,75.0,"Horror,Mystery"
55637,tt3530896,57,405,ToY,2016,93.0,"Drama,Romance"
28698,tt5855440,57,402,"Me gusta, pero me asusta",2017,100.0,Comedy
71093,tt7237666,57,399,The Honor List,2018,103.0,Drama
1921,tt7063130,57,394,Mehrunisa V Lub U,2017,133.0,"Comedy,Romance"
48042,tt5898034,57,392,Monster High: Welcome to Monster High,2016,73.0,"Animation,Fantasy"
1968,tt7372318,57,387,Shikkari Shambhu,2018,146.0,"Comedy,Mystery"
47275,tt6033150,57,384,Tik Tok,2016,103.0,"Crime,Mystery"
17924,tt4622340,57,382,Curious George 3: Back to the Jungle,2015,81.0,"Adventure,Animation,Comedy"
15277,tt6397530,57,379,Malapata,2017,83.0,"Comedy,Mystery"
28319,tt4304830,57,378,Dark Intentions,2015,89.0,"Drama,Horror,Thriller"
43348,tt4110400,57,376,Zip & Zap and the Captain's Island,2016,105.0,"Adventure,Comedy,Family"
41775,tt3693878,57,367,The Tournament,2015,83.0,"Drama,Sport"
53464,tt6147514,57,366,Vidar the Vampire,2017,83.0,"Comedy,Fantasy,Horror"
15014,tt5328784,57,364,Bangalore Naatkal,2016,156.0,Drama
57482,tt4636252,57,364,Gold Digger,2016,88.0,Comedy
56248,tt4365060,57,349,7 Hours to Go,2016,115.0,"Crime,Thriller"
34703,tt6323870,57,345,Derelict,2017,80.0,"Drama,Horror,Mystery"
58834,tt6425734,57,345,Bright Nights,2017,86.0,Drama
18312,tt6129048,57,343,Teesklejad,2016,102.0,"Drama,Thriller"
9501,tt5197068,57,342,Tamara,2016,103.0,"Comedy,Romance"
53269,tt5328952,57,342,Signature Move,2017,80.0,"Comedy,Drama,Romance"
10362,tt5985820,57,341,El Degmemis Ask,2016,98.0,"Comedy,Family,Romance"
53130,tt4796568,57,341,First Growth,2015,97.0,Drama
54355,tt4901356,57,337,Forever Young,2016,95.0,Comedy
68694,tt5954892,57,337,Paths,2017,107.0,Drama
2923,tt3302078,57,331,A Rising Tide,2015,98.0,"Drama,Romance"
72186,tt5343678,57,321,Moh Maya Money,2016,108.0,"Crime,Drama,Thriller"
53475,tt6175802,57,320,Asphaltgorillas,2018,103.0,"Action,Comedy,Crime"
35887,tt7830888,57,319,The Ex-File 3: Return of the Exes,2017,120.0,"Comedy,Romance"
59151,tt8528864,57,318,Bonifácio - O Fundador do Brasil,2018,83.0,Documentary
7360,tt8739240,57,315,Running with Beto,2019,94.0,Documentary
52037,tt3598108,57,315,Bad Girl,2016,87.0,"Drama,Thriller"
69523,tt4681454,57,311,Lost Child,2017,96.0,"Drama,Horror,Mystery"
39922,tt2913562,57,310,Call Me King,2017,118.0,"Action,Crime,Drama"
6881,tt5809170,57,309,Badsha the Don,2016,157.0,"Action,Romance"
37477,tt7756082,57,309,Kirrak Party,2018,165.0,Comedy
19224,tt3511928,57,308,Gholam,2017,94.0,"Crime,Drama,Thriller"
7178,tt7205938,57,305,Taxing Love,2018,101.0,"Comedy,Romance"
64346,tt5356292,57,304,Grand froid,2017,86.0,Comedy
59689,tt3864934,57,302,Los que aman odian,2017,101.0,"Crime,Drama,Mystery"
56166,tt4067062,57,294,Fallen Stars,2017,88.0,"Comedy,Drama"
34392,tt5186860,57,290,La verità sta in cielo,2016,94.0,Mystery
67405,tt7374952,57,290,El Chicano,2018,108.0,Drama
47873,tt5206170,57,289,The Apostle Peter: Redemption,2016,89.0,Drama
53129,tt4791322,57,286,"Tiger, Blood in the Mouth",2016,97.0,"Drama,Sport"
6442,tt4174526,57,282,Ana Maria in Novela Land,2015,89.0,"Comedy,Drama,Romance"
35823,tt7442044,57,281,Heavily in Love!,2018,86.0,Comedy
43591,tt5029776,57,281,Rabbit School - Guardians of the Golden Egg,2017,79.0,"Adventure,Animation,Comedy"
3623,tt7243750,57,278,RV: Resurrected Victims,2017,91.0,"Action,Mystery,Thriller"
31685,tt5926990,57,277,Unlovable,2018,80.0,"Comedy,Drama,Music"
73275,tt3152000,57,276,Dusha shpiona,2015,110.0,"Drama,Thriller"
26776,tt4523622,57,275,Jil,2015,141.0,Action
48111,tt6128292,57,272,Hyper,2016,144.0,"Action,Drama"
3760,tt8024556,57,270,Laung Laachi,2018,137.0,"Comedy,Drama"
20885,tt3651804,57,266,Divine Access,2015,113.0,"Comedy,Drama"
5624,tt7051624,57,262,For Love or Money,2019,95.0,Comedy
26725,tt4358196,57,262,S.O.S.: Women to the Sea 2,2015,92.0,Comedy
34435,tt5319656,57,262,Sweet Home Carolina,2017,84.0,"Comedy,Drama,Romance"
658,tt8763008,57,254,Kiss & Tell,2018,88.0,"Comedy,Drama"
39514,tt2071600,57,249,American Dream/American Knightmare,2018,85.0,Documentary
71263,tt8406276,57,249,Allu Ramendran,2019,135.0,"Comedy,Drama"
6413,tt4096810,57,248,The Unearthing,2015,60.0,"Adventure,Drama,Mystery"
23152,tt7888070,57,246,Treat Me Like Fire,2018,105.0,Drama
6852,tt5698578,57,241,Le Parc,2016,71.0,Drama
45325,tt6922972,57,241,Bank El Hazz,2017,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
72462,tt6333088,57,241,Legion of Brothers,2017,79.0,"Documentary,War"
28291,tt4205954,57,239,Eksik,2015,110.0,"Drama,History"
49278,tt5894846,57,239,Al Berto,2017,113.0,Drama
53265,tt5315110,57,238,Ivan Tsarevich i Seryy Volk 3,2016,76.0,Animation
21022,tt7295378,57,237,Bon Bini Holland 2,2018,89.0,"Action,Comedy,Crime"
42063,tt8499212,57,233,Stalked by My Doctor: Patient's Revenge,2018,88.0,Thriller
56242,tt4328890,57,230,Yatchan,2015,147.0,"Action,Comedy"
68360,tt4810828,57,228,Radiant Sea,2015,79.0,Drama
71127,tt7454138,57,226,Anchors Up,2017,73.0,Animation
43793,tt5715832,57,225,The Truth About Killer Robots,2018,85.0,Documentary
3594,tt7106928,57,224,Birds Are Singing in Kigali,2017,113.0,Drama
60348,tt6194540,57,219,The Price of Success,2017,92.0,"Comedy,Drama"
23460,tt4050240,57,218,Schmidts Katze,2015,90.0,Comedy
33511,tt4919066,57,217,Nowhere,2016,104.0,Drama
61762,tt6923386,57,217,I'll Be Watching,2018,87.0,"Drama,Romance,Thriller"
6411,tt4092422,57,216,Love Is Thicker Than Water,2016,105.0,"Comedy,Romance"
49308,tt6007398,57,213,Tigermilch,2017,106.0,"Comedy,Drama"
12002,tt5295774,57,208,Videomannen,2018,93.0,"Comedy,Drama,Thriller"
9457,tt5052972,57,207,Yaara Silly Silly,2015,108.0,Romance
55217,tt2463712,57,207,From Fat to Finish Line,2015,87.0,Documentary
63147,tt7110678,57,207,The End of the Chain,2017,81.0,Drama
57676,tt5338832,57,206,Brothers of the Night,2016,88.0,Documentary
28822,tt6315872,57,203,Moomins and the Winter Wonderland,2017,82.0,"Adventure,Animation,Comedy"
50742,tt5157018,57,203,Bad Guys Always Die,2015,110.0,"Action,Comedy"
3115,tt3863542,57,202,Day Release,2015,80.0,"Action,Drama,Romance"
27025,tt5389804,57,202,"Excentrycy, czyli po slonecznej stronie ulicy",2015,112.0,"Comedy,Music"
9488,tt5145662,57,201,Monsters at Large,2018,91.0,Family
34653,tt6132490,57,198,Mrs K,2016,97.0,"Action,Crime,Drama"
46953,tt4922028,57,198,Exchange,2015,96.0,"Crime,Thriller"
59223,tt9408490,57,198,Kill Mobile,2018,90.0,Drama
60405,tt6445278,57,198,Dark Buildings (A Crack in the Wall),2018,94.0,"Drama,Mystery,Thriller"
68400,tt4935746,57,196,The Darkness,2016,92.0,Thriller
61975,tt8273258,57,193,Lilli,2018,91.0,Thriller
33542,tt5068892,57,192,Kerry on Kutton,2016,125.0,Drama
47030,tt5195842,57,191,Bulan Terbelah di Langit Amerika,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
23645,tt4636000,57,189,Trap,2015,97.0,Drama
27009,tt5327410,57,186,One Last Thing,2018,91.0,Drama
68406,tt4947710,57,186,Al posto tuo,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
10193,tt5338600,57,183,Nightblade,2016,86.0,Crime
21452,tt2009592,57,183,The Blueberry Hunt,2016,110.0,"Action,Thriller"
26091,tt2458988,57,182,Queen of Carthage,2016,92.0,"Drama,Thriller"
56758,tt6281148,57,182,Looking for Oum Kulthum,2017,90.0,Drama
10167,tt5223878,57,181,Reach,2018,92.0,"Comedy,Drama"
71930,tt4368038,57,178,Everest: The Summit of the Gods,2016,123.0,Drama
445,tt7217128,57,176,Bécassine!,2018,102.0,"Adventure,Comedy,Family"
13127,tt3482000,57,176,A Thousand Junkies,2017,75.0,"Comedy,Drama"
6900,tt5903210,57,173,Original Bliss,2016,101.0,Drama
56686,tt6000140,57,173,Dawn of the Felines,2017,84.0,Drama
31067,tt3667264,57,172,Closer,2015,87.0,Drama
24728,tt5654282,57,171,Troppo napoletano,2016,95.0,Comedy
69755,tt5512160,57,171,A Beautiful Star,2017,127.0,"Drama,Family"
17789,tt4125630,57,169,American Bred,2016,109.0,"Action,Crime,Drama"
33642,tt5471258,57,169,Penance,2018,84.0,Action
62034,tt8769848,57,169,The Tomorrow Man,2019,94.0,"Drama,Romance"
7148,tt7002116,57,168,Paul Sanchez Is Back!,2018,110.0,"Drama,Thriller"
63046,tt6475250,57,168,Assassination Classroom: 365 Days,2016,92.0,Animation
60232,tt5752374,57,164,Shorgul,2016,132.0,Drama
17051,tt5897428,57,163,Kupal,2017,81.0,Drama
28287,tt4202506,57,163,The Love Affair,2015,125.0,"Drama,Romance"
15842,tt7216918,57,162,The Summer House,2018,127.0,"Comedy,Drama"
17005,tt5716438,57,162,Star Boys,2017,82.0,Drama
56048,tt3665704,57,162,Khun Phan,2016,105.0,"Action,History,Thriller"
43340,tt4085130,57,161,Sky Line,2015,74.0,"Biography,Documentary,Drama"
60221,tt5707720,57,160,Il Ministro,2016,104.0,Comedy
58223,tt2212778,57,159,When the Starlight Ends,2016,85.0,"Comedy,Drama,Fantasy"
64073,tt4428720,57,159,Cerise,2015,90.0,Comedy
43443,tt4471280,57,157,A Minor Leap Down,2015,88.0,Drama
20863,tt3589968,57,156,Courier X,2016,138.0,Drama
49001,tt4880926,57,156,Life Must Go On,2015,100.0,"Comedy,Drama"
15207,tt6085362,57,155,Decanted.,2016,82.0,Documentary
57512,tt4785358,57,154,"Foute Vrienden, de film",2015,80.0,Comedy
28383,tt4538164,57,153,Shajarur Kanta,2015,178.0,Mystery
3524,tt6693150,57,151,Nearest and Dearest,2017,90.0,Drama
31848,tt6591554,57,151,The Storage 2,2018,100.0,Comedy
5531,tt3625354,57,150,Partly Cloudy with Sunny Spells,2015,91.0,"Animation,Comedy"
22229,tt3777102,57,147,Dating Daisy,2016,89.0,"Comedy,Drama,Family"
22934,tt6515910,57,145,The Kindness of Strangers,2019,112.0,Drama
31458,tt5086046,57,145,Sled Dogs,2016,82.0,Documentary
6743,tt5200232,57,141,Raw,2016,90.0,"Crime,Drama"
8560,tt6256056,57,139,Una famiglia,2017,97.0,Drama
5873,tt8892660,57,136,Melagiai/Liars,2018,90.0,Comedy
21020,tt7262820,57,136,A Lover Betrayed,2017,90.0,Thriller
29601,tt3153580,57,135,Barefoot to Goa,2015,80.0,"Adventure,Drama,Family"
29586,tt3122608,57,133,It's Gawd!,2017,100.0,"Comedy,Drama"
24709,tt5588506,57,132,Kasap havasi,2015,103.0,Drama
5715,tt7548328,57,127,Red Land (Rosso Istria),2018,150.0,"Drama,History"
68616,tt5647250,57,127,On the Road,2016,121.0,Drama
41657,tt3359754,57,125,Moments of Clarity,2016,97.0,"Adventure,Comedy,Drama"
46886,tt4680278,57,125,For the Hopeless Romantic,2015,105.0,"Comedy,Drama,Romance"
11489,tt3500068,57,123,"Trenk, the Little Knight",2015,75.0,"Adventure,Animation,Comedy"
50529,tt4375114,57,120,Adventurers' Club,2015,98.0,"Adventure,Comedy,Family"
59103,tt7967312,57,120,Simple Worker Needed,2017,96.0,"Drama,Romance,Thriller"
9120,tt3774236,57,117,The Black Fables,2015,93.0,"Action,Fantasy,Horror"
25373,tt6954416,57,117,Andhhagadu,2017,132.0,Comedy
23951,tt5813948,57,116,Divórcio,2017,104.0,"Comedy,Romance"
12123,tt5795752,57,115,This Time Tomorrow,2016,85.0,Drama
17925,tt4637050,57,115,Fräulein: una fiaba d'inverno,2016,93.0,"Comedy,Fantasy,Sci-Fi"
28226,tt4048628,57,114,Trust No One,2016,88.0,Thriller
10426,tt6212378,57,113,Surviving the Wild,2018,87.0,"Action,Adventure,Family"
56268,tt4464270,57,113,When the Day Had No Name,2017,93.0,Drama
10069,tt4838316,57,112,Legend of a Rabbit: The Martial of Fire,2015,90.0,Animation
23349,tt3714492,57,110,Hello I Love You,2018,100.0,Comedy
43622,tt5116644,57,109,Before the Sun Explodes,2016,80.0,Drama
31239,tt4215828,57,108,Pig Pen,2015,85.0,"Drama,Thriller"
52226,tt7582830,57,108,The Ghost Bride,2017,111.0,"Drama,Fantasy,Horror"
30108,tt8967900,57,106,Soheila No. 17,2017,78.0,"Drama,Romance"
53158,tt4875774,57,104,Footnotes,2016,85.0,"Comedy,Musical"
24459,tt4663796,57,103,Open Wound,2016,72.0,"Drama,Horror"
68324,tt4675370,57,103,The Inland Road,2017,80.0,Drama
10595,tt7040276,57,101,Miss Hanoi,2018,86.0,Crime
25660,tt9174334,57,101,The Villagers,2018,99.0,"Action,Thriller"
48810,tt4232130,57,101,Bloodlands,2017,82.0,"Drama,Horror,Thriller"
13433,tt8000718,57,100,The Operative,2019,116.0,Thriller
46643,tt3826186,57,100,Jaanisaar,2015,124.0,"Drama,Romance"
9904,tt4165920,57,99,Polder,2015,90.0,"Action,Drama,Mystery"
31717,tt6048936,57,98,Müthis Bir Film,2016,100.0,Comedy
44112,tt7473032,57,98,No. 1 Chung Ying Street,2018,120.0,History
29440,tt2767366,57,97,Nice Package,2016,95.0,"Adventure,Comedy,Crime"
43896,tt6106526,57,97,The Fixies: Top Secret,2017,80.0,"Adventure,Animation,Comedy"
31736,tt6112534,57,96,Ramiro,2017,99.0,Drama
10098,tt4959972,57,94,A Menina Índigo,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
9577,tt5540622,57,92,Alexander IRL,2017,82.0,Comedy
28806,tt6227190,57,92,Pour le réconfort,2017,91.0,Drama
64404,tt5617916,57,92,Airplane Mode,2018,80.0,Comedy
68276,tt4515698,57,92,League of Superheroes,2015,86.0,"Action,Comedy,Fantasy"
43202,tt3719416,57,91,Si fei,2015,103.0,"Drama,Romance"
15017,tt5332942,57,90,Ferien,2016,89.0,Drama
47977,tt5642856,57,90,Bienvenue au Gondwana,2016,100.0,Comedy
67354,tt7091504,57,87,Intimate Enemy,2018,108.0,"Mystery,Sci-Fi,Thriller"
53575,tt6594820,57,85,Mupparimanam,2017,141.0,"Romance,Thriller"
9803,tt6424304,57,84,Four Elements,2017,73.0,Documentary
18283,tt6014166,57,84,This Is Our Christmas,2018,79.0,Family
33672,tt5570680,57,84,Reminiscence,2017,98.0,"Drama,Mystery"
64224,tt4955376,57,83,Black Tape,2015,88.0,Documentary
24592,tt5179398,57,82,Hedgehog,2017,114.0,Drama
47587,tt4191486,57,82,Yamasong: March of the Hollows,2017,95.0,"Adventure,Animation,Fantasy"
9584,tt5584852,57,81,Ugly,2017,92.0,Drama
10420,tt6204830,57,81,American Guinea Pig: Sacrifice,2017,60.0,Horror
12299,tt6413864,57,81,Prebz og Dennis: The Movie,2017,90.0,Comedy
63039,tt6456384,57,81,Messenger of Wrath,2017,125.0,"Horror,Thriller"
63172,tt7288562,57,81,Call Her Ganda,2018,93.0,Documentary
65420,tt2342266,57,81,Orion,2015,110.0,"Action,Drama,Fantasy"
23954,tt5830200,57,75,Dummie the Mummy and the Tomb of Achnetut,2017,82.0,"Adventure,Family"
42110,tt9036926,57,75,Bei shang ni liu cheng he,2018,104.0,Romance
24686,tt5514344,57,74,Alone in Space,2018,84.0,"Family,Sci-Fi"
6884,tt5819908,57,71,Wendy,2017,91.0,"Adventure,Family"
53570,tt6567380,57,71,Pagadi Aattam,2017,129.0,Crime
63233,tt7628068,57,71,Eternal Wave,2017,100.0,"Action,Drama"
7207,tt7398584,57,70,Get Her... If You Can,2019,102.0,Comedy
66205,tt8359840,57,69,Oh Mercy!,2019,119.0,"Crime,Drama"
9435,tt4969816,57,68,Adrien,2015,97.0,Drama
57652,tt5249098,57,68,Getting Naked: A Burlesque Story,2017,85.0,Documentary
5854,tt8662424,57,67,Never Again,2017,106.0,Drama
8433,tt5797786,57,67,North of the City,2016,86.0,Thriller
61496,tt3149208,57,67,Long Forgotten Fields,2016,80.0,"Drama,War"
70981,tt6544392,57,67,Ennodu Vilayadu,2017,110.0,Thriller
28486,tt4942694,57,66,60 Seconds to Die,2017,94.0,Horror
39025,tt7088210,57,66,Insya Allah Sah,2017,83.0,Comedy
50794,tt5334900,57,66,The Noise,2015,96.0,Horror
9416,tt4917564,57,65,Ente gut!,2016,96.0,Family
10046,tt4725842,57,65,Girls with Balls,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
27449,tt7240478,57,65,The Necromancer,2018,88.0,Horror
29754,tt3531080,57,65,Al Medina,2015,90.0,"Drama,Thriller"
34205,tt4539136,57,65,A Living Promise,2016,120.0,Drama
64536,tt6118296,57,65,Le ultime cose,2016,85.0,Drama
5874,tt8898812,57,64,Rate Your Date,2019,110.0,Comedy
24617,tt5252606,57,64,Badass Monster Killer,2015,96.0,"Action,Comedy,Horror"
47430,tt3729034,57,64,Time Will Tell,2018,79.0,"Drama,Sci-Fi,Thriller"
40490,tt9089908,57,63,Beautiful Vampire,2018,73.0,"Drama,Fantasy,Romance"
40253,tt7154282,57,62,KRAZZY TABBAR,2017,118.0,Comedy
43316,tt4035866,57,62,Head,2015,61.0,"Comedy,Horror"
7348,tt8528230,57,61,Vallikudilile Vellakaaran,2018,108.0,Comedy
34900,tt1954854,57,61,Stray,2015,107.0,Drama
41969,tt7746590,57,61,The Portuguese Woman,2018,136.0,"Drama,History"
44043,tt6962436,57,61,Green Cats,2017,105.0,Drama
15249,tt6243218,57,60,Hija única,2016,112.0,Drama
59906,tt4580398,57,60,Schaste - eto...,2015,115.0,"Adventure,Comedy,Drama"
21009,tt7210264,57,59,My Friend 'A',2018,128.0,Drama
28829,tt6340642,57,59,Ma fille,2018,80.0,Drama
1180,tt1233600,57,58,The Wishing Tree,2017,99.0,"Drama,Fantasy"
46992,tt5073690,57,58,Lung II,2016,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>","Horror,Mystery,Thriller"
54388,tt5009730,57,58,Afterparty,2016,80.0,Drama
69221,tt3695986,57,58,Orphans of Eldorado,2015,96.0,"Drama,Mystery,Romance"
2043,tt7866918,57,57,Poisonous Roses,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
64896,tt8071204,57,57,Lover,2018,130.0,Romance
72114,tt5051150,57,57,The Videoblogs,2016,82.0,Drama
3767,tt8059764,57,56,Sal,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Drama
25445,tt7411370,57,56,Next Nuvve,2017,142.0,Horror
34544,tt5721636,57,56,Black Circle,2018,101.0,Horror
50859,tt5580130,57,56,Dope Fiend,2017,91.0,"Crime,Drama"
31758,tt6183180,57,55,Strings,2018,103.0,Drama
6497,tt4387314,57,54,A Christmas Carol,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Fantasy
19561,tt8794944,57,54,Fausto,2018,70.0,Documentary
50534,tt4402410,57,54,The Haunter of the Dark,2015,83.0,"Horror,Thriller"
71855,tt4084168,57,54,At an Uncertain Time,2015,75.0,Drama
1903,tt6964600,57,52,De Familie Slim,2017,80.0,"Adventure,Family"
69594,tt4964568,57,52,Siam Yuth: The Dawn of the Kingdom,2015,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Action
33053,tt3411076,57,51,1:13:7 Ek Tera Saath,2016,120.0,Horror
68314,tt4645156,57,51,Melocotones,2017,80.0,"Comedy,Fantasy,Romance"
15272,tt6365782,57,50,Me Familia,2017,131.0,Drama
19462,tt7831670,57,50,Kaç Kaçabilirsen,2018,"<bound method Series.median of 0         175.0
1         114.0
2         122.0
3           NaN
4          80.0
          ...  
146139    123.0
146140      NaN
146141      NaN
146142    116.0
146143      NaN
Name: runtime_minutes, Length: 146144, dtype: float64>",Comedy
19629,tt9866344,57,50,Mon Ami Walid,2019,72.0,"Comedy,Drama"
